Date	Venue	Location	Ignore
Jan 19, 2008	TN Perf Arts Ctr Andrew Jackson Hall	Nashville, TN	 I Was There
Jan 18, 2008	TN Perf Arts Ctr James K Polk Theater	Nashville, TN	 I Was There
Jan 18, 2008	TN Perf Arts Ctr Andrew Jackson Hall	Nashville, TN	 I Was There
Dec 16, 2007	US Airways Center	Phoenix, AZ	 I Was There
Dec 15, 2007	Orleans Arena	Las Vegas, NV	 I Was There
Dec 14, 2007	HP Pavilion at San Jose	San Jose, CA	 I Was There
Dec 13, 2007	Stockton Arena	Stockton, CA	 I Was There
Dec 11, 2007	Toyota Center	Kennewick, WA	 I Was There
Dec 10, 2007	PNE Coliseum	Vancouver, Canada	 I Was There
Dec 10, 2007	P.N.E. Pacific Coliseum	Vancouver, Canada	 I Was There
Dec 09, 2007	Paramount Theatre	Seattle, WA	 I Was There
Dec 08, 2007	Paramount Theatre	Seattle, WA	 I Was There
Dec 07, 2007	Paramount Theatre	Seattle, WA	 I Was There
Dec 06, 2007	Paramount Theatre	Seattle, WA	 I Was There
Dec 01, 2007	Mohegan Sun Arena	Uncasville, CT	 I Was There
Nov 30, 2007	Mohegan Sun Arena	Uncasville, CT	 I Was There
Oct 25, 2007	Roberts Stadium	Evansville, IN	 I Was There
Oct 24, 2007	Ervin J. Nutter Center	Dayton, OH	 I Was There
Oct 23, 2007	Desoto County Civic Center	Southaven, MS	 I Was There
Oct 19, 2007	Kansas Coliseum	Valley Center, KS	 I Was There
Oct 18, 2007	Reed Arena	College Station, TX	 I Was There
Oct 17, 2007	Mississippi Coast Coliseum	Biloxi, MS	 I Was There
Oct 13, 2007	US Airways Center	Phoenix, AZ	 I Was There
Oct 12, 2007	EnergySolutions Arena	Park City, UT	 I Was There
Oct 11, 2007	Colorado Springs World Arena	Colorado Springs, CO	 I Was There
Oct 10, 2007	KAY YEAGER COLISEUM	Wichita Falls, TX	 I Was There
Oct 07, 2007	AT&T Center	San Antonio, TX	 I Was There
Oct 06, 2007	Santa Ana Star Center	Albuquerque, NM	 I Was There
Oct 06, 2007	Santa Ana Star Casino	Bernalillo, NM	 I Was There
Oct 05, 2007	Budweiser Events Center	Loveland, CO	 I Was There
Oct 04, 2007	Rushmore Plaza Civic Center	Rapid City, SD	 I Was There
Sep 28, 2007	Ernest E Valdez Hall at Fresno Convention & Entertainment Center	Fresno, CA	 I Was There
Sep 27, 2007	Tucson Convention Center	Tucson, AZ	 I Was There
Sep 17, 2007	Turning Stone Resort Casino Event Center	Verona, NY	 I Was There
Sep 16, 2007	Niagara Falls Casino	Niagara Falls, Canada	 I Was There
Sep 08, 2007	Casablanca Casino	Mesquite, NV	 I Was There
May 19, 2007	Verizon Wireless Theater	Houston, TX	 I Was There
May 18, 2007	Verizon Wireless Theater	Houston, TX	 I Was There
May 05, 2007	Wells Fargo Arena	Des Moines, IA	 I Was There
